The table below was downloaded from the NIST Atomic Spectra Database Ionization Energies Form (https://physics.nist.gov/PhysRefData/ASD/ionEnergy.html) selecting all elemental species (H-Ds) in the January of 2022.
Notes:
(a) If the listed ionization energy is blank, it is unknown. Only the ground state is known.
(b) Uncertainties of some of the listed values are unknown. 
If you did not find the data you need, please inform the ASD Team.
----------------------------------------------------------------------------------------------------------------------------------------
At. num | Sp. Name      | Ion Charge | El. Name      |      Ionization Energy (a) (eV)      | Uncertainty (b) (eV) | References
      1 | H I           |          0 | Hydrogen      |      (13.598434599702)               |     0.000000000012   |               HDEL
      2 | He I          |          0 | Helium        |       24.587389011                   |     0.000000025      |             L17714
      2 | He II         |         +1 | Helium        |      (54.417765486)                  |     0.000000025      |           L7188c95
      3 | Li I          |          0 | Lithium       |        5.391714996                   |     0.000000022      |             L12261
      3 | Li II         |         +1 | Lithium       |      [75.6400970]                    |     0.0000012        |             L10054
      3 | Li III        |         +2 | Lithium       |     (122.45435914)                   |     0.00000025       |           L3620c96
      4 | Be I          |          0 | Beryllium     |        9.322699                      |     0.000007         |              L5964
      4 | Be II         |         +1 | Beryllium     |       18.21115                       |     0.00004          |             L12158
      4 | Be III        |         +2 | Beryllium     |     [153.896205]                     |     0.000004         |             L10054
      4 | Be IV         |         +3 | Beryllium     |     (217.7185861)                    |     0.0000010        |           L3620c97
      5 | B I           |          0 | Boron         |        8.298019                      |     0.000003         |             L12312
      5 | B II          |         +1 | Boron         |       25.15483                       |     0.00005          |             L12120
      5 | B III         |         +2 | Boron         |       37.93059                       |     0.00007          |             L12547
      5 | B IV          |         +3 | Boron         |      259.3715                        |     0.0025           |             L12548
      5 | B V           |         +4 | Boron         |     (340.2260229)                    |     0.0000025        |             L12548
      6 | C I           |          0 | Carbon        |       11.2602880                     |     0.0000011        |             L20057
      6 | C II          |         +1 | Carbon        |       24.383154                      |     0.000016         |               c190
      6 | C III         |         +2 | Carbon        |       47.88778                       |     0.00025          |           L876c191
      6 | C IV          |         +3 | Carbon        |       64.49352                       |     0.00019          |             L11667
      6 | C V           |         +4 | Carbon        |     [392.090518]                     |     0.000025         |             L10054
      6 | C VI          |         +5 | Carbon        |     (489.993198)                     |     0.000006         |              L7188
      7 | N I           |          0 | Nitrogen      |       14.53413                       |     0.00004          |              L1411
      7 | N II          |         +1 | Nitrogen      |      [29.60125]                      |     0.00009          |             L11770
      7 | N III         |         +2 | Nitrogen      |      [47.4453]                       |     0.0025           |             L11770
      7 | N IV          |         +3 | Nitrogen      |       77.4735                        |     0.0004           |         L7288,L876
      7 | N V           |         +4 | Nitrogen      |       97.8901                        |     0.0004           |              L4829
      7 | N VI          |         +5 | Nitrogen      |     [552.06733]                      |     0.00004          |             L10054
      7 | N VII         |         +6 | Nitrogen      |     (667.046121)                     |     0.000012         |              L7188
      8 | O I           |          0 | Oxygen        |       13.618055                      |     0.000007         |          L74,L3760
      8 | O II          |         +1 | Oxygen        |       35.12112                       |     0.00006          |      L11267,L10621
      8 | O III         |         +2 | Oxygen        |      [54.93554]                      |     0.00012          |             L11770
      8 | O IV          |         +3 | Oxygen        |       77.41350                       |     0.00025          |               L648
      8 | O V           |         +4 | Oxygen        |      113.8990                        |     0.0005           |              L7288
      8 | O VI          |         +5 | Oxygen        |     [138.1189]                       |     0.0021           |              L4713
      8 | O VII         |         +6 | Oxygen        |     [739.32683]                      |     0.00006          |             L10054
      8 | O VIII        |         +7 | Oxygen        |     (871.409883)                     |     0.000025         |              L7188
      9 | F I           |          0 | Fluorine      |       17.42282                       |     0.00005          |         L7481,L526
      9 | F II          |         +1 | Fluorine      |       34.97081                       |     0.00012          |               L369
      9 | F III         |         +2 | Fluorine      |      [62.70798]                      |     0.00025          |             L11770
      9 | F IV          |         +3 | Fluorine      |      [87.175]                        |     0.017            |             L11770
      9 | F V           |         +4 | Fluorine      |     [114.249]                        |     0.006            |             L11770
      9 | F VI          |         +5 | Fluorine      |      157.16311                       |     0.00025          |              L6491
      9 | F VII         |         +6 | Fluorine      |      185.1868                        |     0.0006           |              L6335
      9 | F VIII        |         +7 | Fluorine      |     [953.89805]                      |     0.00010          |             L10054
      9 | F IX          |         +8 | Fluorine      |    (1103.11748)                      |     0.00005          |              L7188
     10 | Ne I          |          0 | Neon          |       21.564541                      |     0.000007         |        L8826,L1407
     10 | Ne II         |         +1 | Neon          |       40.96297                       |     0.00004          |              L1406
     10 | Ne III        |         +2 | Neon          |       63.4233                        |     0.0003           |              L9091
     10 | Ne IV         |         +3 | Neon          |      [97.1900]                       |     0.0025           |             L11782
     10 | Ne V          |         +4 | Neon          |      126.247                         |     0.012            |             L11744
     10 | Ne VI         |         +5 | Neon          |      157.934                         |     0.005            |              L9340
     10 | Ne VII        |         +6 | Neon          |      207.271                         |     0.012            |              L9089
     10 | Ne VIII       |         +7 | Neon          |     [239.0970]                       |     0.0019           |              L9090
     10 | Ne IX         |         +8 | Neon          |    [1195.80784]                      |     0.00015          |             L10054
     10 | Ne X          |         +9 | Neon          |    (1362.19916)                      |     0.00009          |              L7188
     11 | Na I          |          0 | Sodium        |        5.13907696                    |     0.00000025       |       L10921,L9648
     11 | Na II         |         +1 | Sodium        |       47.28636                       |     0.00025          |               L914
     11 | Na III        |         +2 | Sodium        |      [71.6200]                       |     0.0012           |        L5793,L2720
     11 | Na IV         |         +3 | Sodium        |      [98.936]                        |     0.012            |             L11770
     11 | Na V          |         +4 | Sodium        |      138.404                         |     0.012            |              L7482
     11 | Na VI         |         +5 | Sodium        |     [172.23]                         |     0.05             |             L11770
     11 | Na VII        |         +6 | Sodium        |     [208.504]                        |     0.012            |             L11770
     11 | Na VIII       |         +7 | Sodium        |     [264.192]                        |     0.022            |             L11770
     11 | Na IX         |         +8 | Sodium        |     (299.856)                        |     0.007            |          L16264c99
     11 | Na X          |         +9 | Sodium        |    (1465.134502)                     |     0.000025         |             L13237
     11 | Na XI         |        +10 | Sodium        |    (1648.70220)                      |     0.00012          |              L7188
     12 | Mg I          |          0 | Magnesium     |        7.646236                      |     0.000004         |       L10635,L6969
     12 | Mg II         |         +1 | Magnesium     |       15.035271                      |     0.000006         |             L10635
     12 | Mg III        |         +2 | Magnesium     |       80.1436                        |     0.0006           |        L4995,L1434
     12 | Mg IV         |         +3 | Magnesium     |     [109.2654]                       |     0.0012           |        L4995,L2720
     12 | Mg V          |         +4 | Magnesium     |     [141.33]                         |     0.03             |             L11770
     12 | Mg VI         |         +5 | Magnesium     |     [186.76]                         |     0.06             |             L10635
     12 | Mg VII        |         +6 | Magnesium     |     [225.02]                         |     0.06             |             L11770
     12 | Mg VIII       |         +7 | Magnesium     |     [265.924]                        |     0.019            |             L11770
     12 | Mg IX         |         +8 | Magnesium     |     [327.99]                         |     0.04             |             L11770
     12 | Mg X          |         +9 | Magnesium     |     (367.489)                        |     0.007            |          L16264c99
     12 | Mg XI         |        +10 | Magnesium     |    (1761.80488)                      |     0.00020          |             L12128
     12 | Mg XII        |        +11 | Magnesium     |    (1962.66366)                      |     0.00012          |              L7188
     13 | Al I          |          0 | Aluminum      |        5.985769                      |     0.000003         |       L7215,L10321
     13 | Al II         |         +1 | Aluminum      |       18.82855                       |     0.00005          |              L7215
     13 | Al III        |         +2 | Aluminum      |       28.447642                      |     0.000025         |         L4714,L277
     13 | Al IV         |         +3 | Aluminum      |      119.9924                        |     0.0019           |        L4714,L2829
     13 | Al V          |         +4 | Aluminum      |     [153.8252]                       |     0.0025           |        L4714,L3565
     13 | Al VI         |         +5 | Aluminum      |     [190.49]                         |     0.05             |              L7215
     13 | Al VII        |         +6 | Aluminum      |     [241.76]                         |     0.09             |              L7215
     13 | Al VIII       |         +7 | Aluminum      |     [284.64]                         |     0.07             |             L11770
     13 | Al IX         |         +8 | Aluminum      |     [330.21]                         |     0.04             |             L11770
     13 | Al X          |         +9 | Aluminum      |     [398.65]                         |     0.06             |             L11770
     13 | Al XI         |        +10 | Aluminum      |     (442.005)                        |     0.007            |          L16264c99
     13 | Al XII        |        +11 | Aluminum      |    (2085.97702)                      |     0.00020          |             L12128
     13 | Al XIII       |        +12 | Aluminum      |    (2304.14007)                      |     0.00025          |              L7188
     14 | Si I          |          0 | Silicon       |        8.15168                       |     0.00003          |              L5815
     14 | Si II         |         +1 | Silicon       |       16.34585                       |     0.00004          |              L5815
     14 | Si III        |         +2 | Silicon       |       33.49300                       |     0.00009          |              L5815
     14 | Si IV         |         +3 | Silicon       |       45.14179                       |     0.00007          |        L5815,L6098
     14 | Si V          |         +4 | Silicon       |      166.767                         |     0.003            |              L3934
     14 | Si VI         |         +5 | Silicon       |     [205.279]                        |     0.005            |               c192
     14 | Si VII        |         +6 | Silicon       |     [246.57]                         |     0.05             |               c193
     14 | Si VIII       |         +7 | Silicon       |     [303.59]                         |     0.05             |               c193
     14 | Si IX         |         +8 | Silicon       |     [351.28]                         |     0.06             |               c193
     14 | Si X          |         +9 | Silicon       |     [401.38]                         |     0.04             |             L11770
     14 | Si XI         |        +10 | Silicon       |     [476.273]                        |     0.019            |               c192
     14 | Si XII        |        +11 | Silicon       |     (523.415)                        |     0.007            |          L16264c99
     14 | Si XIII       |        +12 | Silicon       |    (2437.65815)                      |     0.00020          |             L12128
     14 | Si XIV        |        +13 | Silicon       |    (2673.17755)                      |     0.00025          |              L7188
     15 | P I           |          0 | Phosphorus    |       10.486686                      |     0.000015         |              L5148
     15 | P II          |         +1 | Phosphorus    |      [19.76949]                      |     0.00004          |             L11770
     15 | P III         |         +2 | Phosphorus    |       30.20264                       |     0.00009          |              L7147
     15 | P IV          |         +3 | Phosphorus    |       51.44387                       |     0.00012          |              L7147
     15 | P V           |         +4 | Phosphorus    |       65.02511                       |     0.00012          |        L7147,L2613
     15 | P VI          |         +5 | Phosphorus    |     [220.430]                        |     0.005            |             L11770
     15 | P VII         |         +6 | Phosphorus    |     [263.57]                         |     0.06             |              L7147
     15 | P VIII        |         +7 | Phosphorus    |     [309.60]                         |     0.10             |              L7147
     15 | P IX          |         +8 | Phosphorus    |     [372.31]                         |     0.21             |             L11770
     15 | P X           |         +9 | Phosphorus    |     [424.40]                         |     0.09             |             L11770
     15 | P XI          |        +10 | Phosphorus    |     [479.44]                         |     0.05             |             L11770
     15 | P XII         |        +11 | Phosphorus    |     [560.62]                         |     0.10             |             L11770
     15 | P XIII        |        +12 | Phosphorus    |     (611.741)                        |     0.007            |          L16264c99
     15 | P XIV         |        +13 | Phosphorus    |    (2816.90879)                      |     0.00020          |             L12128
     15 | P XV          |        +14 | Phosphorus    |    (3069.8416)                       |     0.0004           |              L7188
     16 | S I           |          0 | Sulfur        |       10.36001                       |     0.00012          |              L7237
     16 | S II          |         +1 | Sulfur        |       23.33788                       |     0.00025          |        L7237,L5883
     16 | S III         |         +2 | Sulfur        |      [34.86]                         |     0.04             |             L11770
     16 | S IV          |         +3 | Sulfur        |      [47.222]                        |     0.012            |              L7237
     16 | S V           |         +4 | Sulfur        |       72.5945                        |     0.0004           |              L7237
     16 | S VI          |         +5 | Sulfur        |       88.0529                        |     0.0004           |        L7237,L4882
     16 | S VII         |         +6 | Sulfur        |      280.954                         |     0.007            |              L9896
     16 | S VIII        |         +7 | Sulfur        |      328.794                         |     0.007            |             L11242
     16 | S IX          |         +8 | Sulfur        |     [379.84]                         |     0.21             |             L11770
     16 | S X           |         +9 | Sulfur        |     [447.7]                          |     0.3              |             L11770
     16 | S XI          |        +10 | Sulfur        |     [504.55]                         |     0.12             |             L11770
     16 | S XII         |        +11 | Sulfur        |     [564.41]                         |     0.05             |             L11770
     16 | S XIII        |        +12 | Sulfur        |     [651.96]                         |     0.12             |             L11770
     16 | S XIV         |        +13 | Sulfur        |     (706.994)                        |     0.007            |          L16264c99
     16 | S XV          |        +14 | Sulfur        |    (3223.7807)                       |     0.0003           |             L12128
     16 | S XVI         |        +15 | Sulfur        |    (3494.1879)                       |     0.0005           |              L7188
     17 | Cl I          |          0 | Chlorine      |       12.967633                      |     0.000016         |             L19191
     17 | Cl II         |         +1 | Chlorine      |       23.81364                       |     0.00012          |              L1617
     17 | Cl III        |         +2 | Chlorine      |      [39.80]                         |     0.11             |             L11770
     17 | Cl IV         |         +3 | Chlorine      |      [53.24]                         |     0.12             |             L11770
     17 | Cl V          |         +4 | Chlorine      |      [67.68]                         |     0.10             |             L11770
     17 | Cl VI         |         +5 | Chlorine      |      [96.94]                         |     0.04             |             L11770
     17 | Cl VII        |         +6 | Chlorine      |      114.2013                        |     0.0006           |              L6356
     17 | Cl VIII       |         +7 | Chlorine      |      348.306                         |     0.007            |              L6972
     17 | Cl IX         |         +8 | Chlorine      |      400.851                         |     0.012            |              L9369
     17 | Cl X          |         +9 | Chlorine      |     [456.7]                          |     0.4              |             L11770
     17 | Cl XI         |        +10 | Chlorine      |     [530.0]                          |     0.4              |             L11770
     17 | Cl XII        |        +11 | Chlorine      |     [591.58]                         |     0.19             |             L11770
     17 | Cl XIII       |        +12 | Chlorine      |     [656.30]                         |     0.12             |             L11770
     17 | Cl XIV        |        +13 | Chlorine      |     [750.23]                         |     0.19             |             L11770
     17 | Cl XV         |        +14 | Chlorine      |     (809.198)                        |     0.007            |          L16264c99
     17 | Cl XVI        |        +15 | Chlorine      |    (3658.3438)                       |     0.0003           |             L12128
     17 | Cl XVII       |        +16 | Chlorine      |    (3946.2909)                       |     0.0006           |              L7188
     18 | Ar I          |          0 | Argon         |       15.7596119                     |     0.0000005        |              L9217
     18 | Ar II         |         +1 | Argon         |       27.62967                       |     0.00012          |              L8844
     18 | Ar III        |         +2 | Argon         |      [40.735]                        |     0.012            |              L8114
     18 | Ar IV         |         +3 | Argon         |      [59.58]                         |     0.18             |             L11770
     18 | Ar V          |         +4 | Argon         |      [74.84]                         |     0.17             |             L11770
     18 | Ar VI         |         +5 | Argon         |       91.290                         |     0.010            |             L12277
     18 | Ar VII        |         +6 | Argon         |     [124.41]                         |     0.06             |             L11770
     18 | Ar VIII       |         +7 | Argon         |     [143.4567]                       |     0.0012           |              L4344
     18 | Ar IX         |         +8 | Argon         |     [422.60]                         |     0.06             |             L11770
     18 | Ar X          |         +9 | Argon         |     [479.76]                         |     0.12             |          L11242c99
     18 | Ar XI         |        +10 | Argon         |     [540.4]                          |     0.6              |             L11770
     18 | Ar XII        |        +11 | Argon         |     [619.0]                          |     0.4              |             L11770
     18 | Ar XIII       |        +12 | Argon         |     [685.5]                          |     0.3              |             L11770
     18 | Ar XIV        |        +13 | Argon         |     [755.13]                         |     0.22             |             L11770
     18 | Ar XV         |        +14 | Argon         |     [855.5]                          |     0.3              |             L11770
     18 | Ar XVI        |        +15 | Argon         |     (918.375)                        |     0.007            |          L16264c99
     18 | Ar XVII       |        +16 | Argon         |    (4120.6657)                       |     0.0004           |             L12128
     18 | Ar XVIII      |        +17 | Argon         |    (4426.2229)                       |     0.0007           |              L7188
     19 | K I           |          0 | Potassium     |        4.34066373                    |     0.00000009       |  L5451,L5783,L7185
     19 | K II          |         +1 | Potassium     |       31.62500                       |     0.00019          |             L12188
     19 | K III         |         +2 | Potassium     |      [45.8031]                       |     0.0017           |             L11770
     19 | K IV          |         +3 | Potassium     |      [60.917]                        |     0.019            |             L11770
     19 | K V           |         +4 | Potassium     |      [82.66]                         |     0.16             |               L241
     19 | K VI          |         +5 | Potassium     |      [99.44]                         |     0.20             |              L7185
     19 | K VII         |         +6 | Potassium     |      117.56                          |     0.11             |              L7185
     19 | K VIII        |         +7 | Potassium     |     [154.87]                         |     0.05             |             L12392
     19 | K IX          |         +8 | Potassium     |     [175.8174]                       |     0.0025           |              L4344
     19 | K X           |         +9 | Potassium     |     [503.67]                         |     0.07             |             L11770
     19 | K XI          |        +10 | Potassium     |     [565.6]                          |     0.7              |             L11770
     19 | K XII         |        +11 | Potassium     |     [631.1]                          |     0.9              |             L11770
     19 | K XIII        |        +12 | Potassium     |     [714.7]                          |     0.5              |             L11770
     19 | K XIV         |        +13 | Potassium     |     [786.3]                          |     0.3              |             L11770
     19 | K XV          |        +14 | Potassium     |     [860.92]                         |     0.25             |             L11770
     19 | K XVI         |        +15 | Potassium     |     [967.7]                          |     0.3              |             L11770
     19 | K XVII        |        +16 | Potassium     |    (1034.542)                        |     0.007            |          L16264c99
     19 | K XVIII       |        +17 | Potassium     |    (4610.87018)                      |     0.00012          |              L8473
     19 | K XIX         |        +18 | Potassium     |    (4934.0484)                       |     0.0009           |              L7188
     20 | Ca I          |          0 | Calcium       |        6.11315547                    |     0.00000025       |              L8900
     20 | Ca II         |         +1 | Calcium       |       11.871719                      |     0.000004         |        L7185,L7323
     20 | Ca III        |         +2 | Calcium       |       50.91316                       |     0.00025          |              L1405
     20 | Ca IV         |         +3 | Calcium       |      [67.2732]                       |     0.0021           |             L11770
     20 | Ca V          |         +4 | Calcium       |      [84.34]                         |     0.08             |             L11770
     20 | Ca VI         |         +5 | Calcium       |     [108.78]                         |     0.25             |              L7185
     20 | Ca VII        |         +6 | Calcium       |     [127.21]                         |     0.25             |              L7185
     20 | Ca VIII       |         +7 | Calcium       |      147.24                          |     0.12             |              L7185
     20 | Ca IX         |         +8 | Calcium       |     [188.54]                         |     0.06             |              L7185
     20 | Ca X          |         +9 | Calcium       |     [211.275]                        |     0.004            |             L11770
     20 | Ca XI         |        +10 | Calcium       |     [591.60]                         |     0.12             |             L11770
     20 | Ca XII        |        +11 | Calcium       |     [658.2]                          |     0.9              |             L11770
     20 | Ca XIII       |        +12 | Calcium       |     [728.6]                          |     1.1              |             L11770
     20 | Ca XIV        |        +13 | Calcium       |     [817.2]                          |     0.6              |             L11770
     20 | Ca XV         |        +14 | Calcium       |     [894.0]                          |     0.4              |             L11770
     20 | Ca XVI        |        +15 | Calcium       |     [973.7]                          |     0.3              |             L11770
     20 | Ca XVII       |        +16 | Calcium       |    [1086.8]                          |     0.4              |             L11770
     20 | Ca XVIII      |        +17 | Calcium       |    (1157.726)                        |     0.007            |          L16264c99
     20 | Ca XIX        |        +18 | Calcium       |    (5128.8578)                       |     0.0005           |             L12128
     20 | Ca XX         |        +19 | Calcium       |    (5469.8616)                       |     0.0010           |              L7188
     21 | Sc I          |          0 | Scandium      |        6.56149                       |     0.00006          |        L7185,L2110
     21 | Sc II         |         +1 | Scandium      |       12.79977                       |     0.00025          |        L7185,L5141
     21 | Sc III        |         +2 | Scandium      |       24.756839                      |     0.000012         |        L1891,L7185
     21 | Sc IV         |         +3 | Scandium      |       73.4894                        |     0.0004           |        L7185,L2826
     21 | Sc V          |         +4 | Scandium      |      [91.95]                         |     0.03             |             L11770
     21 | Sc VI         |         +5 | Scandium      |     [110.68]                         |     0.05             |              L7185
     21 | Sc VII        |         +6 | Scandium      |     [137.99]                         |     0.25             |              L7185
     21 | Sc VIII       |         +7 | Scandium      |     [158.08]                         |     0.25             |              L7185
     21 | Sc IX         |         +8 | Scandium      |      180.03                          |     0.12             |              L7185
     21 | Sc X          |         +9 | Scandium      |     [225.18]                         |     0.05             |              L7185
     21 | Sc XI         |        +10 | Scandium      |     [249.798]                        |     0.005            |             L10106
     21 | Sc XII        |        +11 | Scandium      |      687.36                          |     0.12             |              L7185
     21 | Sc XIII       |        +12 | Scandium      |     [757.7]                          |     1.0              |             L11770
     21 | Sc XIV        |        +13 | Scandium      |     [833.2]                          |     1.4              |             L11770
     21 | Sc XV         |        +14 | Scandium      |     [926.5]                          |     0.7              |             L11770
     21 | Sc XVI        |        +15 | Scandium      |    [1008.6]                          |     0.4              |             L11770
     21 | Sc XVII       |        +16 | Scandium      |    [1093.5]                          |     0.4              |             L11770
     21 | Sc XVIII      |        +17 | Scandium      |    [1213.1]                          |     0.4              |             L11770
     21 | Sc XIX        |        +18 | Scandium      |    (1287.957)                        |     0.007            |          L16264c99
     21 | Sc XX         |        +19 | Scandium      |    (5674.9037)                       |     0.0006           |             L12128
     21 | Sc XXI        |        +20 | Scandium      |    (6033.7542)                       |     0.0012           |              L7188
     22 | Ti I          |          0 | Titanium      |        6.828120                      |     0.000012         |             L17996
     22 | Ti II         |         +1 | Titanium      |       13.5755                        |     0.0025           |        L7185,L5432
     22 | Ti III        |         +2 | Titanium      |       27.49171                       |     0.00025          |        L7185,L3593
     22 | Ti IV         |         +3 | Titanium      |       43.26717                       |     0.00019          |        L7185,L2753
     22 | Ti V          |         +4 | Titanium      |       99.299                         |     0.012            |              L7185
     22 | Ti VI         |         +5 | Titanium      |     [119.533]                        |     0.025            |              L7185
     22 | Ti VII        |         +6 | Titanium      |     [140.68]                         |     0.18             |             L11770
     22 | Ti VIII       |         +7 | Titanium      |     [170.5]                          |     0.4              |             L11770
     22 | Ti IX         |         +8 | Titanium      |     [192.1]                          |     0.4              |              L7185
     22 | Ti X          |         +9 | Titanium      |      215.92                          |     0.12             |              L7185
     22 | Ti XI         |        +10 | Titanium      |     [265.07]                         |     0.06             |              L7185
     22 | Ti XII        |        +11 | Titanium      |     [291.500]                        |     0.005            |             L11770
     22 | Ti XIII       |        +12 | Titanium      |      787.67                          |     0.04             |             L11691
     22 | Ti XIV        |        +13 | Titanium      |     [864.0]                          |     1.2              |             L11770
     22 | Ti XV         |        +14 | Titanium      |     [944.5]                          |     1.6              |             L11770
     22 | Ti XVI        |        +15 | Titanium      |    [1042.5]                          |     0.8              |             L11770
     22 | Ti XVII       |        +16 | Titanium      |    [1130.2]                          |     0.5              |             L11770
     22 | Ti XVIII      |        +17 | Titanium      |    [1220.3]                          |     0.5              |             L11770
     22 | Ti XIX        |        +18 | Titanium      |    [1346.3]                          |     0.5              |             L11770
     22 | Ti XX         |        +19 | Titanium      |    (1425.257)                        |     0.007            |          L16264c99
     22 | Ti XXI        |        +20 | Titanium      |    (6249.0226)                       |     0.0006           |             L12128
     22 | Ti XXII       |        +21 | Titanium      |    (6625.8073)                       |     0.0012           |              L7188
     23 | V I           |          0 | Vanadium      |        6.746187                      |     0.000021         |      L17712,L20010
     23 | V II          |         +1 | Vanadium      |       14.634                         |     0.007            |             L20009
     23 | V III         |         +2 | Vanadium      |       29.3111                        |     0.0025           |   L7185,L704,L4746
     23 | V IV          |         +3 | Vanadium      |       46.709                         |     0.005            |         L7185,L147
     23 | V V           |         +4 | Vanadium      |       65.28165                       |     0.00017          |        L3917,L7185
     23 | V VI          |         +5 | Vanadium      |      128.125                         |     0.025            |              L7185
     23 | V VII         |         +6 | Vanadium      |     [150.72]                         |     0.13             |             L11770
     23 | V VIII        |         +7 | Vanadium      |     [173.55]                         |     0.21             |             L11770
     23 | V IX          |         +8 | Vanadium      |     [206.0]                          |     0.4              |             L11770
     23 | V X           |         +9 | Vanadium      |     [230.5]                          |     0.5              |              L7185
     23 | V XI          |        +10 | Vanadium      |     [254.8]                          |     0.4              |             L11770
     23 | V XII         |        +11 | Vanadium      |     [308.5]                          |     0.3              |             L11770
     23 | V XIII        |        +12 | Vanadium      |     [336.274]                        |     0.006            |             L11770
     23 | V XIV         |        +13 | Vanadium      |      896.0                           |     0.4              |              L7185
     23 | V XV          |        +14 | Vanadium      |     [977.2]                          |     1.3              |             L11770
     23 | V XVI         |        +15 | Vanadium      |    [1062.9]                          |     2.0              |             L11770
     23 | V XVII        |        +16 | Vanadium      |    [1165.2]                          |     1.1              |             L11770
     23 | V XVIII       |        +17 | Vanadium      |    [1258.9]                          |     0.6              |             L11770
     23 | V XIX         |        +18 | Vanadium      |    [1354.2]                          |     0.5              |             L11770
     23 | V XX          |        +19 | Vanadium      |    [1486.7]                          |     0.5              |             L11770
     23 | V XXI         |        +20 | Vanadium      |    (1569.656)                        |     0.007            |          L16264c99
     23 | V XXII        |        +21 | Vanadium      |    (6851.3109)                       |     0.0007           |             L12128
     23 | V XXIII       |        +22 | Vanadium      |    (7246.1226)                       |     0.0012           |              L7188
     24 | Cr I          |          0 | Chromium      |        6.76651                       |     0.00004          |        L7185,L2832
     24 | Cr II         |         +1 | Chromium      |       16.486305                      |     0.000015         |             L18847
     24 | Cr III        |         +2 | Chromium      |       30.959                         |     0.025            |       L7185,L17500
     24 | Cr IV         |         +3 | Chromium      |      [49.16]                         |     0.05             |        L7185,L5498
     24 | Cr V          |         +4 | Chromium      |      [69.46]                         |     0.04             |        L1933,L7185
     24 | Cr VI         |         +5 | Chromium      |       90.6349                        |     0.0007           |        L7185,L2229
     24 | Cr VII        |         +6 | Chromium      |     [160.29]                         |     0.06             |             L11770
     24 | Cr VIII       |         +7 | Chromium      |     [184.76]                         |     0.15             |             L11770
     24 | Cr IX         |         +8 | Chromium      |     [209.5]                          |     0.3              |             L11770
     24 | Cr X          |         +9 | Chromium      |     [244.5]                          |     0.5              |             L11770
     24 | Cr XI         |        +10 | Chromium      |     [270.8]                          |     0.5              |              L7185
     24 | Cr XII        |        +11 | Chromium      |     [296.7]                          |     0.6              |             L11770
     24 | Cr XIII       |        +12 | Chromium      |     [354.7]                          |     0.3              |             L11770
     24 | Cr XIV        |        +13 | Chromium      |     [384.163]                        |     0.006            |             L11770
     24 | Cr XV         |        +14 | Chromium      |    [1011.6]                          |     0.5              |             L11770
     24 | Cr XVI        |        +15 | Chromium      |    [1097.2]                          |     1.4              |             L11770
     24 | Cr XVII       |        +16 | Chromium      |    [1188.0]                          |     2.1              |          L11770c98
     24 | Cr XVIII      |        +17 | Chromium      |    [1294.8]                          |     1.6              |             L11770
     24 | Cr XIX        |        +18 | Chromium      |    [1394.5]                          |     0.7              |             L11770
     24 | Cr XX         |        +19 | Chromium      |    [1495.1]                          |     0.7              |             L11770
     24 | Cr XXI        |        +20 | Chromium      |    [1634.1]                          |     0.5              |             L11770
     24 | Cr XXII       |        +21 | Chromium      |    (1721.183)                        |     0.007            |          L16264c99
     24 | Cr XXIII      |        +22 | Chromium      |    (7481.8628)                       |     0.0007           |             L12128
     24 | Cr XXIV       |        +23 | Chromium      |    (7894.7992)                       |     0.0025           |              L7188
     25 | Mn I          |          0 | Manganese     |        7.4340380                     |     0.0000012        |             L19057
     25 | Mn II         |         +1 | Manganese     |       15.63999                       |     0.00007          |         L7185,L562
     25 | Mn III        |         +2 | Manganese     |       33.668                         |     0.012            |         L7185,L457
     25 | Mn IV         |         +3 | Manganese     |      [51.21]                         |     0.12             |         L7185,L241
     25 | Mn V          |         +4 | Manganese     |      [72.41]                         |     0.10             |      L7185,L241c99
     25 | Mn VI         |         +5 | Manganese     |       95.604                         |     0.025            |              L7185
     25 | Mn VII        |         +6 | Manganese     |      119.203                         |     0.012            |        L7185,L5223
     25 | Mn VIII       |         +7 | Manganese     |     [195.5]                          |     0.3              |             L11770
     25 | Mn IX         |         +8 | Manganese     |     [221.89]                         |     0.17             |             L11770
     25 | Mn X          |         +9 | Manganese     |     [248.6]                          |     0.3              |             L11770
     25 | Mn XI         |        +10 | Manganese     |     [286.1]                          |     0.5              |             L11770
     25 | Mn XII        |        +11 | Manganese     |     [314.4]                          |     0.6              |              L7185
     25 | Mn XIII       |        +12 | Manganese     |     [343.6]                          |     0.7              |              L7185
     25 | Mn XIV        |        +13 | Manganese     |     [402.95]                         |     0.25             |              L7185
     25 | Mn XV         |        +14 | Manganese     |     [435.172]                        |     0.007            |             L11770
     25 | Mn XVI        |        +15 | Manganese     |    [1133.7]                          |     0.6              |             L11770
     25 | Mn XVII       |        +16 | Manganese     |    [1224.1]                          |     1.5              |             L11770
     25 | Mn XVIII      |        +17 | Manganese     |    [1320.3]                          |     2.5              |             L11770
     25 | Mn XIX        |        +18 | Manganese     |    [1430.9]                          |     2.2              |             L11770
     25 | Mn XX         |        +19 | Manganese     |    [1537.2]                          |     0.8              |             L11770
     25 | Mn XXI        |        +20 | Manganese     |    [1643.2]                          |     0.7              |             L11770
     25 | Mn XXII       |        +21 | Manganese     |    [1788.7]                          |     0.6              |             L11770
     25 | Mn XXIII      |        +22 | Manganese     |    (1879.873)                        |     0.007            |          L16264c99
